0:Initialize(2):0:0:0:0:0
1:Initialize(3):0:0:0:0:0
2:Initialize(0):0:0:0:0:0
3:Update(2):0:0:0:0:0
4:Broadcast(0,3582c4a99eea2c683416b9e2c71806ef):1:0:1549:0:0
5:Initialize(1):1:0:1549:0:0
6:Broadcast(2,5f30576d49fa3c0f592edb95dd712dd2):2:0:3098:0:0
7:Deliver(3582c4a99eea2c683416b9e2c71806ef,2):2:1:3098:1549:0
8:Update(3):2:1:3098:1549:0
9:Deliver(5f30576d49fa3c0f592edb95dd712dd2,3):2:2:3098:3098:0
10:Update(1):2:2:3098:3098:0
11:Broadcast(1,5dacf277e6efce94bb6630dd3acb471a):3:2:3797:3098:0
12:Process(3582c4a99eea2c683416b9e2c71806ef,2):3:2:3797:3098:1
13:Broadcast(2,bd2e3e2bb2450995ea79b00771edbe75):4:2:4496:3098:1
14:Broadcast(1,cbac7dd33964612a7f5946639d91aa87):5:2:6045:3098:1
15:Broadcast(3,d9071acf9e1ac1b24be818d72cb24139):6:2:6744:3098:1
16:Deliver(5dacf277e6efce94bb6630dd3acb471a,3):6:3:6744:3797:1
17:Deliver(bd2e3e2bb2450995ea79b00771edbe75,0):6:4:6744:4496:1
18:Deliver(5f30576d49fa3c0f592edb95dd712dd2,0):6:5:6744:6045:1
19:Deliver(bd2e3e2bb2450995ea79b00771edbe75,1):6:6:6744:6744:1
20:Process(bd2e3e2bb2450995ea79b00771edbe75,1):6:6:6744:6744:2
21:Deliver(d9071acf9e1ac1b24be818d72cb24139,1):6:7:6744:7443:2
22:Process(5f30576d49fa3c0f592edb95dd712dd2,3):6:7:6744:7443:3
23:Process(bd2e3e2bb2450995ea79b00771edbe75,1):6:7:6744:7443:4
24:Broadcast(3,fcc7071917e0d329cb9f0d4caebadd8b):7:7:8293:7443:4
25:Deliver(5dacf277e6efce94bb6630dd3acb471a,0):7:8:8293:8142:4
26:Process(5f30576d49fa3c0f592edb95dd712dd2,0):7:8:8293:8142:5
27:Deliver(fcc7071917e0d329cb9f0d4caebadd8b,2):7:9:8293:9691:5
28:Deliver(d9071acf9e1ac1b24be818d72cb24139,0):7:10:8293:10390:5
29:Deliver(bd2e3e2bb2450995ea79b00771edbe75,3):7:11:8293:11089:5
30:Process(5dacf277e6efce94bb6630dd3acb471a,3):7:11:8293:11089:6
31:Deliver(3582c4a99eea2c683416b9e2c71806ef,1):7:12:8293:12638:6
32:Process(3582c4a99eea2c683416b9e2c71806ef,1):7:12:8293:12638:7
33:Deliver(fcc7071917e0d329cb9f0d4caebadd8b,0):7:13:8293:14187:7
34:Deliver(5dacf277e6efce94bb6630dd3acb471a,2):7:14:8293:14886:7
35:Deliver(3582c4a99eea2c683416b9e2c71806ef,3):7:15:8293:16435:7
36:Deliver(5f30576d49fa3c0f592edb95dd712dd2,1):7:16:8293:17984:7
37:Process(5f30576d49fa3c0f592edb95dd712dd2,1):7:16:8293:17984:8
38:Process(3582c4a99eea2c683416b9e2c71806ef,3):7:16:8293:17984:9
39:Process(fcc7071917e0d329cb9f0d4caebadd8b,2):7:16:8293:17984:10
40:Process(d9071acf9e1ac1b24be818d72cb24139,1):7:16:8293:17984:11
41:Process(fcc7071917e0d329cb9f0d4caebadd8b,0):7:16:8293:17984:12
42:Process(bd2e3e2bb2450995ea79b00771edbe75,3):7:16:8293:17984:13
43:Process(bd2e3e2bb2450995ea79b00771edbe75,1):7:16:8293:17984:14
44:Process(d9071acf9e1ac1b24be818d72cb24139,1):7:16:8293:17984:15
45:Deliver(cbac7dd33964612a7f5946639d91aa87,3):7:17:8293:19533:15
46:Deliver(cbac7dd33964612a7f5946639d91aa87,0):7:18:8293:21082:15
47:Process(cbac7dd33964612a7f5946639d91aa87,0):7:18:8293:21082:16
48:Broadcast(1,8f038df617753b62201b5ead25af7113):8:18:9071:21082:16
49:Update(0):8:18:9071:21082:16
50:Deliver(8f038df617753b62201b5ead25af7113,0):8:19:9071:21860:16
51:Process(bd2e3e2bb2450995ea79b00771edbe75,0):8:19:9071:21860:17
52:Process(d9071acf9e1ac1b24be818d72cb24139,1):8:19:9071:21860:18
53:Deliver(8f038df617753b62201b5ead25af7113,3):8:20:9071:22638:18
54:Process(cbac7dd33964612a7f5946639d91aa87,3):8:20:9071:22638:19
55:Broadcast(0,a29778a7fe701bd2cf9b2843b744218f):9:20:9770:22638:19
56:Deliver(d9071acf9e1ac1b24be818d72cb24139,2):9:21:9770:23337:19
57:Deliver(a29778a7fe701bd2cf9b2843b744218f,2):9:22:9770:24036:19
58:Deliver(fcc7071917e0d329cb9f0d4caebadd8b,1):9:23:9770:25585:19
59:Broadcast(3,69213e7c9104788d8dbc677023786bbe):10:23:10548:25585:19
60:Deliver(69213e7c9104788d8dbc677023786bbe,2):10:24:10548:26363:19
61:Process(5dacf277e6efce94bb6630dd3acb471a,0):10:24:10548:26363:20
62:Deliver(69213e7c9104788d8dbc677023786bbe,0):10:25:10548:27141:20
63:Deliver(8f038df617753b62201b5ead25af7113,2):10:26:10548:27919:20
64:Process(5dacf277e6efce94bb6630dd3acb471a,2):10:26:10548:27919:21
65:Deliver(a29778a7fe701bd2cf9b2843b744218f,1):10:27:10548:28618:21
