0:Initialize(3):0:0:0:0:0
1:Initialize(1):0:0:0:0:0
2:Initialize(0):0:0:0:0:0
3:Initialize(2):0:0:0:0:0
4:Broadcast(3,dfa9f6e72769fab5cec3968637c37ff4):1:0:1549:0:0
5:Broadcast(0,ec7b510c2160170fc46be11a4f492f89):2:0:3098:0:0
6:Deliver(dfa9f6e72769fab5cec3968637c37ff4,1):2:1:3098:1549:0
7:Update(1):2:1:3098:1549:0
8:Deliver(ec7b510c2160170fc46be11a4f492f89,2):2:2:3098:3098:0
9:Process(dfa9f6e72769fab5cec3968637c37ff4,1):2:2:3098:3098:1
10:Update(0):2:2:3098:3098:1
11:Deliver(ec7b510c2160170fc46be11a4f492f89,3):2:3:3098:4647:1
12:Broadcast(1,defcbfe6afdb766ca463832103d7cc42):3:3:4647:4647:1
13:Deliver(dfa9f6e72769fab5cec3968637c37ff4,2):3:4:4647:6196:1
14:Update(3):3:4:4647:6196:1
15:Broadcast(2,be7650ec084dd0cd89d92549cd0e62e5):4:4:6196:6196:1
16:Deliver(be7650ec084dd0cd89d92549cd0e62e5,0):4:5:6196:7745:1
17:Deliver(dfa9f6e72769fab5cec3968637c37ff4,0):4:6:6196:9294:1
18:Process(be7650ec084dd0cd89d92549cd0e62e5,0):4:6:6196:9294:2
19:Deliver(ec7b510c2160170fc46be11a4f492f89,1):4:7:6196:10843:2
20:Broadcast(3,27ea8b84e0d2b2efbae79d26143d491f):5:7:6895:10843:2
21:Deliver(27ea8b84e0d2b2efbae79d26143d491f,2):5:8:6895:11542:2
22:Deliver(27ea8b84e0d2b2efbae79d26143d491f,0):5:9:6895:12241:2
23:Deliver(27ea8b84e0d2b2efbae79d26143d491f,1):5:10:6895:12940:2
24:Deliver(defcbfe6afdb766ca463832103d7cc42,0):5:11:6895:14489:2
25:Deliver(defcbfe6afdb766ca463832103d7cc42,2):5:12:6895:16038:2
26:Process(dfa9f6e72769fab5cec3968637c37ff4,0):5:12:6895:16038:3
27:Process(ec7b510c2160170fc46be11a4f492f89,2):5:12:6895:16038:4
28:Process(dfa9f6e72769fab5cec3968637c37ff4,2):5:12:6895:16038:5
29:Process(defcbfe6afdb766ca463832103d7cc42,0):5:12:6895:16038:6
30:Broadcast(0,bf43db9dd6e2d630bbe563d490976a95):6:12:7594:16038:6
31:Deliver(bf43db9dd6e2d630bbe563d490976a95,2):6:13:7594:16737:6
32:Deliver(bf43db9dd6e2d630bbe563d490976a95,3):6:14:7594:17436:6
33:Update(2):6:14:7594:17436:6
34:Process(27ea8b84e0d2b2efbae79d26143d491f,0):6:14:7594:17436:7
35:Deliver(bf43db9dd6e2d630bbe563d490976a95,1):6:15:7594:18135:7
36:Broadcast(2,9ff87f96049bca1abd6aa61babf612f2):7:15:8293:18135:7
37:Deliver(9ff87f96049bca1abd6aa61babf612f2,0):7:16:8293:18834:7
38:Process(ec7b510c2160170fc46be11a4f492f89,3):7:16:8293:18834:8
39:Process(defcbfe6afdb766ca463832103d7cc42,2):7:16:8293:18834:9
40:Broadcast(1,412548595e2f908dc71b84c85fe70173):8:16:8992:18834:9
41:Deliver(9ff87f96049bca1abd6aa61babf612f2,3):8:17:8992:19533:9
42:Process(bf43db9dd6e2d630bbe563d490976a95,3):8:17:8992:19533:10
43:Process(9ff87f96049bca1abd6aa61babf612f2,0):8:17:8992:19533:11
44:Process(ec7b510c2160170fc46be11a4f492f89,1):8:17:8992:19533:12
45:Broadcast(3,568c384df62559760bdac39946ea4d9d):9:17:9770:19533:12
46:Deliver(412548595e2f908dc71b84c85fe70173,2):9:18:9770:20232:12
47:Process(27ea8b84e0d2b2efbae79d26143d491f,1):9:18:9770:20232:13
48:Process(27ea8b84e0d2b2efbae79d26143d491f,2):9:18:9770:20232:14
49:Deliver(568c384df62559760bdac39946ea4d9d,1):9:19:9770:21010:14
50:Process(bf43db9dd6e2d630bbe563d490976a95,2):9:19:9770:21010:15
51:Deliver(568c384df62559760bdac39946ea4d9d,0):9:20:9770:21788:15
52:Broadcast(0,c28cda15677d91771684338215fd1db5):10:20:10548:21788:15
53:Deliver(c28cda15677d91771684338215fd1db5,3):10:21:10548:22566:15
54:Deliver(c28cda15677d91771684338215fd1db5,2):10:22:10548:23344:15
55:Process(568c384df62559760bdac39946ea4d9d,0):10:22:10548:23344:16
56:Deliver(412548595e2f908dc71b84c85fe70173,3):10:23:10548:24043:16
57:Deliver(c28cda15677d91771684338215fd1db5,1):10:24:10548:24821:16
58:Deliver(be7650ec084dd0cd89d92549cd0e62e5,3):10:25:10548:26370:16
59:Deliver(be7650ec084dd0cd89d92549cd0e62e5,1):10:26:10548:27919:16
60:Deliver(412548595e2f908dc71b84c85fe70173,0):10:27:10548:28618:16
61:Broadcast(1,864d8b081a2a27e8e2a87ba4454110ec):11:27:11326:28618:16
62:Broadcast(2,52bc7bd6e0c068ef7b0734e69b830511):12:27:12104:28618:16
63:Broadcast(0,4d670033e9d4f0b25340b0ab3f78421e):13:27:12882:28618:16
64:Process(be7650ec084dd0cd89d92549cd0e62e5,3):13:27:12882:28618:17
65:Deliver(4d670033e9d4f0b25340b0ab3f78421e,2):13:28:12882:29396:17
66:Process(be7650ec084dd0cd89d92549cd0e62e5,1):13:28:12882:29396:18
67:Process(9ff87f96049bca1abd6aa61babf612f2,3):13:28:12882:29396:19
68:Process(412548595e2f908dc71b84c85fe70173,2):13:28:12882:29396:20
69:Deliver(4d670033e9d4f0b25340b0ab3f78421e,1):13:29:12882:30174:20
70:Broadcast(2,31ff12fd16c10ab09572859abcf2f4d7):14:29:13660:30174:20
71:Process(bf43db9dd6e2d630bbe563d490976a95,1):14:29:13660:30174:21
72:Process(4d670033e9d4f0b25340b0ab3f78421e,2):14:29:13660:30174:22
73:Broadcast(3,28b846f5de0b126938fe27961d741ebd):15:29:14438:30174:22
74:Deliver(31ff12fd16c10ab09572859abcf2f4d7,1):15:30:14438:30952:22
75:Process(568c384df62559760bdac39946ea4d9d,1):15:30:14438:30952:23
76:Deliver(31ff12fd16c10ab09572859abcf2f4d7,0):15:31:14438:31730:23
77:Process(412548595e2f908dc71b84c85fe70173,0):15:31:14438:31730:24
78:Deliver(864d8b081a2a27e8e2a87ba4454110ec,3):15:32:14438:32508:24
79:Broadcast(2,c9a364928bb0e66fa1f002ccc037ed81):16:32:15216:32508:24
80:Deliver(4d670033e9d4f0b25340b0ab3f78421e,3):16:33:15216:33286:24
81:Process(c28cda15677d91771684338215fd1db5,2):16:33:15216:33286:25
82:Deliver(c9a364928bb0e66fa1f002ccc037ed81,3):16:34:15216:34064:25
83:Deliver(31ff12fd16c10ab09572859abcf2f4d7,3):16:35:15216:34842:25
84:Process(4d670033e9d4f0b25340b0ab3f78421e,1):16:35:15216:34842:26
85:Process(412548595e2f908dc71b84c85fe70173,3):16:35:15216:34842:27
86:Deliver(c9a364928bb0e66fa1f002ccc037ed81,1):16:36:15216:35620:27
87:Deliver(864d8b081a2a27e8e2a87ba4454110ec,0):16:37:15216:36398:27
88:Broadcast(1,9fd37cac6354c4e7aecd1f38074444d5):17:37:15994:36398:27
89:Process(c9a364928bb0e66fa1f002ccc037ed81,1):17:37:15994:36398:28
90:Deliver(28b846f5de0b126938fe27961d741ebd,1):17:38:15994:37176:28
91:Process(412548595e2f908dc71b84c85fe70173,3):17:38:15994:37176:29
92:Deliver(c9a364928bb0e66fa1f002ccc037ed81,0):17:39:15994:37954:29
93:Deliver(9fd37cac6354c4e7aecd1f38074444d5,2):17:40:15994:38732:29
94:Process(412548595e2f908dc71b84c85fe70173,3):17:40:15994:38732:30
95:Process(412548595e2f908dc71b84c85fe70173,3):17:40:15994:38732:31
96:Process(412548595e2f908dc71b84c85fe70173,3):17:40:15994:38732:32
97:Process(864d8b081a2a27e8e2a87ba4454110ec,0):17:40:15994:38732:33
98:Process(c9a364928bb0e66fa1f002ccc037ed81,0):17:40:15994:38732:34
99:Process(412548595e2f908dc71b84c85fe70173,3):17:40:15994:38732:35
100:Process(412548595e2f908dc71b84c85fe70173,3):17:40:15994:38732:36
101:Deliver(568c384df62559760bdac39946ea4d9d,2):17:41:15994:39510:36
