0:Initialize(1):0:0:0:0:0
1:Broadcast(1,806fca6ac90c42e9dfb3865325541f8f):1:0:815:0:0
2:Deliver(806fca6ac90c42e9dfb3865325541f8f,0):1:1:815:815:0
3:Process(806fca6ac90c42e9dfb3865325541f8f,0):1:1:815:815:1
4:Initialize(0):1:1:815:815:1
5:Process(806fca6ac90c42e9dfb3865325541f8f,0):1:1:815:815:2
6:Broadcast(0,a6922d5716231127abcf23d282de9ee2):2:1:1630:815:2
7:Update(0):2:1:1630:815:2
8:Broadcast(0,90549c757054c898cd9b49dc9d8f25f0):3:1:2130:815:2
9:Update(1):3:1:2130:815:2
10:Broadcast(1,52d7ff48a516b9cf5eabec4d6736623f):4:1:2630:815:2
11:Deliver(a6922d5716231127abcf23d282de9ee2,1):4:2:2630:1630:2
12:Deliver(52d7ff48a516b9cf5eabec4d6736623f,0):4:3:2630:2130:2
13:Deliver(90549c757054c898cd9b49dc9d8f25f0,1):4:4:2630:2630:2
14:Process(52d7ff48a516b9cf5eabec4d6736623f,0):4:4:2630:2630:3
15:Broadcast(0,f25445a9a689f99c59989ce7d4033831):5:4:3209:2630:3
16:Deliver(f25445a9a689f99c59989ce7d4033831,1):5:5:3209:3209:3
17:Process(a6922d5716231127abcf23d282de9ee2,1):5:5:3209:3209:4
18:Process(90549c757054c898cd9b49dc9d8f25f0,1):5:5:3209:3209:5
19:Broadcast(1,b88007de86f6862a3cb155c5792a15fa):6:5:3788:3209:5
20:Deliver(b88007de86f6862a3cb155c5792a15fa,0):6:6:3788:3788:5
21:Process(b88007de86f6862a3cb155c5792a15fa,0):6:6:3788:3788:6
22:Process(f25445a9a689f99c59989ce7d4033831,1):6:6:3788:3788:7
