0:Initialize(7):0:0:0:0:0
1:Broadcast(7,8664eb756c0b67725969d28987a07529):1:0:2949:0:0
2:Deliver(8664eb756c0b67725969d28987a07529,0):1:1:2949:2949:0
3:Initialize(5):1:1:2949:2949:0
4:Deliver(8664eb756c0b67725969d28987a07529,6):1:2:2949:5898:0
5:Broadcast(5,fddb484969851cf31898d93e48a5bc92):2:2:5898:5898:0
6:Update(5):2:2:5898:5898:0
7:Process(8664eb756c0b67725969d28987a07529,0):2:2:5898:5898:1
8:Deliver(fddb484969851cf31898d93e48a5bc92,2):2:3:5898:8847:1
9:Initialize(6):2:3:5898:8847:1
10:Process(fddb484969851cf31898d93e48a5bc92,2):2:3:5898:8847:2
11:Deliver(fddb484969851cf31898d93e48a5bc92,0):2:4:5898:11796:2
12:Deliver(fddb484969851cf31898d93e48a5bc92,7):2:5:5898:14745:2
13:Initialize(4):2:5:5898:14745:2
14:Process(fddb484969851cf31898d93e48a5bc92,2):2:5:5898:14745:3
15:Process(fddb484969851cf31898d93e48a5bc92,7):2:5:5898:14745:4
16:Update(6):2:5:5898:14745:4
17:Update(4):2:5:5898:14745:4
18:Process(fddb484969851cf31898d93e48a5bc92,2):2:5:5898:14745:5
19:Deliver(8664eb756c0b67725969d28987a07529,1):2:6:5898:17694:5
20:Deliver(fddb484969851cf31898d93e48a5bc92,1):2:7:5898:20643:5
21:Broadcast(6,a4c294f0b9becfa7370faafae9b940c4):3:7:8847:20643:5
22:Initialize(1):3:7:8847:20643:5
23:Deliver(a4c294f0b9becfa7370faafae9b940c4,5):3:8:8847:23592:5
24:Deliver(8664eb756c0b67725969d28987a07529,5):3:9:8847:26541:5
25:Deliver(fddb484969851cf31898d93e48a5bc92,4):3:10:8847:29490:5
26:Process(8664eb756c0b67725969d28987a07529,1):3:10:8847:29490:6
27:Deliver(a4c294f0b9becfa7370faafae9b940c4,2):3:11:8847:32439:6
28:Deliver(a4c294f0b9becfa7370faafae9b940c4,4):3:12:8847:35388:6
29:Deliver(fddb484969851cf31898d93e48a5bc92,6):3:13:8847:38337:6
30:Process(8664eb756c0b67725969d28987a07529,0):3:13:8847:38337:7
31:Deliver(a4c294f0b9becfa7370faafae9b940c4,1):3:14:8847:41286:7
32:Process(fddb484969851cf31898d93e48a5bc92,2):3:14:8847:41286:8
33:Broadcast(4,907e5fb1150b2d340a7f7f292e916843):4:14:11796:41286:8
34:Deliver(907e5fb1150b2d340a7f7f292e916843,1):4:15:11796:44235:8
35:Deliver(a4c294f0b9becfa7370faafae9b940c4,0):4:16:11796:47184:8
36:Process(8664eb756c0b67725969d28987a07529,6):4:16:11796:47184:9
37:Process(fddb484969851cf31898d93e48a5bc92,0):4:16:11796:47184:10
38:Broadcast(6,274691aa144827ce4f2db7ea2965fcb4):5:16:12858:47184:10
39:Deliver(274691aa144827ce4f2db7ea2965fcb4,5):5:17:12858:48246:10
40:Initialize(3):5:17:12858:48246:10
41:Process(fddb484969851cf31898d93e48a5bc92,1):5:17:12858:48246:11
42:Deliver(8664eb756c0b67725969d28987a07529,4):5:18:12858:51195:11
43:Process(fddb484969851cf31898d93e48a5bc92,6):5:18:12858:51195:12
