0:Initialize(0):0:0:0:0:0
1:Initialize(1):0:0:0:0:0
2:Broadcast(1,c7a34eda6229fa16163c6b1c52427b61):1:0:815:0:0
3:Deliver(c7a34eda6229fa16163c6b1c52427b61,0):1:1:815:815:0
4:Process(c7a34eda6229fa16163c6b1c52427b61,0):1:1:815:815:1
5:Broadcast(0,f3874255d346f0672a1bde9f8e716bf1):2:1:1630:815:1
6:Update(1):2:1:1630:815:1
7:Update(0):2:1:1630:815:1
8:Broadcast(1,686825e9fc7de40bfa819d2aeca69fe8):3:1:2130:815:1
9:Broadcast(0,a38d6dc3ab3c167d9a7968f3aa1633eb):4:1:2630:815:1
10:Deliver(686825e9fc7de40bfa819d2aeca69fe8,0):4:2:2630:1315:1
11:Deliver(a38d6dc3ab3c167d9a7968f3aa1633eb,1):4:3:2630:1815:1
12:Process(686825e9fc7de40bfa819d2aeca69fe8,0):4:3:2630:1815:2
13:Broadcast(0,eaf91a0d091a0be17f3f0a7930c590ce):5:3:3209:1815:2
14:Process(a38d6dc3ab3c167d9a7968f3aa1633eb,1):5:3:3209:1815:3
15:Deliver(eaf91a0d091a0be17f3f0a7930c590ce,1):5:4:3209:2394:3
16:Deliver(f3874255d346f0672a1bde9f8e716bf1,1):5:5:3209:3209:3
17:Process(f3874255d346f0672a1bde9f8e716bf1,1):5:5:3209:3209:4
18:Process(a38d6dc3ab3c167d9a7968f3aa1633eb,1):5:5:3209:3209:5
19:Process(eaf91a0d091a0be17f3f0a7930c590ce,1):5:5:3209:3209:6
20:Broadcast(1,834ff017d6ba7a9391d1b22fe17b499c):6:5:3788:3209:6
21:Deliver(834ff017d6ba7a9391d1b22fe17b499c,0):6:6:3788:3788:6
22:Process(834ff017d6ba7a9391d1b22fe17b499c,0):6:6:3788:3788:7
